attraction_name,review stars,review text
My Fishing Frenzy Academy,5,"I am in my seventies and have been fishing for years; and for ‘years’ I mean since I started in my early twenties. I am not very good at it though, and it could have been my (lack of) skills, or my inability to hunt down good fishing holes - regardless, I just don’t have very good luck when it comes to fishing and have sort of ‘come to terms’ with that.

My daughter insisted that I likely do not know the correct techniques and signed me up for the Intermediate Fishing Course. I was reluctant to go for the course initially but was persuaded by the opportunities to go fishing out at sea after I sold my fishing boat.

It was a GAME CHANGER! My fishing kakis who laughed at the prospect of me joining a fishing course and learning how to fish after having fished for so many years are now all silenced! Not only did I start landing fish now, I am landing fish of decent sizes. This is not pure luck, but good ‘insider knowledge’ that I would never have master had I not joined the course.

Now my trips out to sea saw me on the ‘leaderboard’ compared to my kakis in the same boat, and I must say that it was money well spent. Am I contemplating joining the Advanced class? You bet I am!"
My Fishing Frenzy Academy,5,"Very interesting experience out there. I've least expected it to be so... soul fulfilling. I got a better understanding of nature, the cycle, while feeling the tension of my line deep in the sea and I'm in the middle of everything, under floating white clouds (which I felt like they represented my thoughts back then).

5 stars mffa! I love your fun instructors too. :) I'm truly grateful for the experience!"
My Fishing Frenzy Academy,5,Our instructors were so helpful and all of us learnt how to fish pretty fast. He even took us to a second spot to fish when the first place got too noisy with the party boats. It was a nice afternoon on Lazarus island and the place was so scenic. Just remember to bring mosquito repellent!
My Fishing Frenzy Academy,5,"I took my 5 year old to the novice fishing class at Lazarus Island. We had a blast and the instructors did a great job making sure that everyone had a good time. A very professional team and the whole experience (from the fun boat ride out) to the catching of some fish was great. Strongly recommended as a starter class with kids.

Note: Mosquito repellant is a must. They are quite ferocious!"
My Fishing Frenzy Academy,5,Professional and friendly staff
My Fishing Frenzy Academy,1,
My Fishing Frenzy Academy,5,
The Olde Cuban,5,"Great service and amazing selection of cigars and whisky.

Love this place but not cheap so be prepared to splurge!

Food is also decent."
The Olde Cuban,5,A great place to chill out with a dram of whisky and cigars
The Olde Cuban,2,"Place doesn't look good at all. Hard to find and you get into this really old 60s lift that fits 2 people. Looks good when you arrive but it goes downhill when you walk through the door into the cigar lounge. It's fine to smoke a cigar but if you want a nicer ambience, I have seen better cigar bars. This place has the atmosphere of a seedy opium den! It doesn't have to be high end but they could try to create a nicer atmosphere for what are expensive cigars."
The Olde Cuban,5,"Good service
Nice drink
Not cheap but reasonable"
The Olde Cuban,5,"Very unique plus exquisite venue to come across.
Decently quiet hence not easy to locate.

Pleasure to visit the place for the whiskey and nicely done Japanese food"
The Olde Cuban,5,"2nd time new 3rd floor new food , good service, costly but cigar and whisky stylish."
The Olde Cuban,5,Beautiful place n staffs
The Olde Cuban,4,"A great place to purchase cigar, to enjoy it, and find a great fit whisky there.

Walking distance from China town mrt station, on pagoda street. Need to go from side door to take the lift up(now there’s construction on the street, whole street store seems closed, but cigar bar is open still, open you would over heard some noice from the street)

The waiter/waitress has a great service, they will go through all the product with you. You can tell them your budget, purpose of he gift, what flavor or location or brand you like then they chose for you.

You can find some limit edition with a beautiful tube here. Very suitable gift for good friend or boss. Their box cigar usually on sales. If you buy more than 4 cigars they might offer you 15% discount.

Unfortunately, they don’t have flavor cigar like chocolate or vanilla. I wish them can import some tho."
The Olde Cuban,4,Very wide selection of whiskey. You can sample various ones at a small fee. But the wine by the glass selection is very limited. Need to go by bottles if you want other variety. Cannot BYO cigar. Need to buy theirs.
The Olde Cuban,5,Cool ambience with great selection of good drinks. They have one of the best whiskey!
The Olde Cuban,3,Nice variety of up scale cigars & whisky. No smoking or drinking on site due to Covid. Only buy & take away. Ok service
The Olde Cuban,1,"Not an honorable place. My friends and I called them at 730 on a Friday night and told them we wld be coming before 9 to buy some take aways. We left bedok and called them again while on the way at 830pm. Chinese sounding lady said OK. Will wait for us. When we arrived at 845, they rejected us at the door.

Granted their closing time is at 9 but they should honor their word that they would be waiting. We didn't come beyond 9 also and wanted to buy to take away. Would nvr do business with such people who can't honor their word. Wasted our trip down. We could have gone to quiach bar at South Beach instead."
The Olde Cuban,5,I came across this place by chance while traveling in Singapore. It's amazing. The lounge associate was fantastic! Very attentive and thoughtful with service and recommendations. I highly recommend it. Excellent decor and relaxing ambiance. Cocktails and killer cigars.
The Olde Cuban,5,"Nice environment, friendly and helpful staff, great cigars and whisky."
The Olde Cuban,5,"My favorite cigar lounge in all of Singapore. Great selection of smokes with comfy seating and great friendly local service. If you ask nicely and pledge to be a frequent customer, they may let you go up stairs to the private lounge where the service and selection is even better. Buy a bottle of Scotch and have the bar maid write your name on it and drink it whenever you're in town."
The Olde Cuban,1,Doesn’t open till mentioned timing. Called for order. Arrived at door 15 mins before closing. Asked to turn away. Don’t deal with them.
The Olde Cuban,5,"Nice cigar lounge. Hidden in Chinatown, Singapore. Thank you Kim for an awesome experience!"
The Olde Cuban,5,"Great place to relax with a cigar and a drink. A little hard to find, but well worth the search. Cigars are fresh. I little expensive, but not out of line with Singapore standards. Very good selection. Welcoming staff. I would definitely return."
The Olde Cuban,3,"Was not impressed with the place. Got an OK selection of cigar, good selection of whisky but it doesn't feel cozy or friendly to sit in."
The Olde Cuban,5,"Food - Place for cigars, whisky. You can order zi char and snacks, which comes from the downstairs Chinatown Seafood Restaurant. They have now their own Japanese kitchen and dining area.
Ambience - Chill and relaxing.
Price - $$$"
The Olde Cuban,5,hidden gem in chinatown heart. cozy and discreet. so many cigars options and spirits. nice place to spend the night.
The Olde Cuban,4,High end joint ..great place to meet the movers and shakers
The Olde Cuban,5,"The entrance to this fine establishment is hard to find, so keep your eyes open as you walk the pedestrian-only Pagoda Street, full of hawkers and shops.   Given the setting, ""The Olde Cuban"" is everything you would expect from an upscale cigar place in Singapore--but it is far more than you might expect.

Inside are the typical leather chairs, dark hardwood walls, and member-only rooms that you might expect in finer cigar clubs.  But inside, the you find probably 200 different varieties of Scotch, the main drink offered.  While enjoying this fine inner establishment, you might occasionally glance out the window and see the red lanterns and remember, rather shockingly, that you are in the middle of a 9-million member sovereign state comprised of ethnic Chinese, Malay and former British royalty.  Highly recommend.  But do not tell too many of your tourist friends."
The Olde Cuban,5,Relax place with lots of private rooms. They are very relax on their rules.. you can even just have beer or smoke your own cigarettes. However will recommend their cigars and whiskey. Finger food is good as well.
The Olde Cuban,5,"Great hidden place . . .

this is on a second floor, and some of the people below don't even know it is there. It looks tiny, until you realize the bar is non-smoking and there are several private rooms. You are given a private room where they close the door (after they get your drinks/food). It says ""No Smoking By Law"" in each room, but they bring you cigars and ashtrays, and there's a big filtration system in each room. highly recommended."
The Olde Cuban,1,"I’m very disappointed at this place. The first thing as I worked in I was told that they do not have the license for us to smoke within the premises.
They would provide me with ashtray and lighter if I choose to do so but it is entirely illegal.
Why is a place promoting itself as a cigar lounge doesn’t have the legal status to allow people to smoke in the.

Sum it up, I’m disappointed"
The Olde Cuban,1,One of the worst cigar bars worldwide I‘ve been. The rooms are uncomfortable and anything than cozy. On some pics there is a balcony: not real. Do not waste your valuable time to go there... absolutely no Cuban atmosphere.
The Olde Cuban,4,Nice friendly atmosphere for smoking a cigar
The Olde Cuban,5,"let's be clear Cigars in Singapore are expensive, ridiculously expensive so expect no less here. Scotch is comparable to other areas,so with that said you pay for ambiance and service. The lounge is nice and cigars are well cared for unlike other places in the area. $230 after 2 sticks and a few glasses of 16-18 he scotch. To find pagoda st, large ""seafood"" restaurant on the corner, duck in and go upstairs. On a side note they share space with Archipelago Brewing who's does a fine job with craft beer."
The Olde Cuban,4,Cozy place where I hang out for cigar puffing. Good selection of single malt scotch.  Just pricy as hell.   Well that's the price tag for these seductive in Singapore.
The Olde Cuban,5,Great place to have private events and chill.. esp whiskey and cigar lovers..Great staffs too..!
The Olde Cuban,4,Nice place to chill and have cigar n wine
The Olde Cuban,3,"Olde Cuban offers cigars, whiskey and leather seats nicely tucked away in Chinatown. The real plus is that you get local food. We managed to get a room to ourselves (as we were quite a large group) and it was quite cozy. However, the service was lacking. It's not that the service was slow but rather they were too attentive. And kept looking to pour more from the bottle into the glasses. That just ticks me off."
The Olde Cuban,1,"Terrible service. I went with a mate to enjoy a highball and glass of wine. We were given a table for 4 as the place wasn't busy with hardly any tables taken. It took 20 minutes to deliver 1 highball and 1 glad of wine, with a waitress that seemed bothered that we were disturbing her quiet night. My friend ordered another wine, 20 minutes later it still hasn't come and the waitress bright over a family of 4 people and asked us to move to a table for 2. There were 2 other tables for 6 available but she felt she had to move us to accommodate this family. We decided to leave. The bill was provide for 2 wines and a highball. Expect bad service"
The Olde Cuban,1,They do t have a cigar lecense so will sell them but will not let you smoke them there....unless you have a membership so useless for tourists. Don't waste your time going there
The Olde Cuban,5,"I went there to buy a cigar as a gift for a friend and I can really recommend this shop if you are looking for all kinds of cigars or spirits.
Even though I am not a smoker, I would suggest you to go there just to have a glimpse into the diversity of cigars from all over the world."
The Olde Cuban,4,"Nice bar, lot of cigars and whiskey. Unfortunately it seems not all whiskeys are really available. However this is like a hidden gem in China Town."
The Olde Cuban,5,Unique experience - great food and Exceptional range of Scotch
The Olde Cuban,5,"Very good selection of whisky. Nice and attentive service. A bit pricy but this is because of SG taxes, I guess. But overall, I really like this place. Will visit again."
The Olde Cuban,5,"For the lovers of cigars, wines, beers. Stop looking further. This is the right spot for all your indulgence needs.

Located at the second level of ""Chinatown Seafood"" along Pagoda Street(Closed Street with shophouses), take the lift located at the seafood restaurant to the 2nd level and you will find nostalgia in the ambience of the bar.

Be prepared for a great night! Speak to any of their friendly service staffs for a superb recommendation on their cigar range."
The Olde Cuban,4,Hard to find but it’s amazing place
The Olde Cuban,4,"The whisky collection available here is insane. Massive selection of Cubans as well, which are reasonably priced for Singapore (which is expensive for tobacco in Asia).

The staff are friendly, the lounge is very comfortable and it's in a vibrant location in China Town. If you like fanatic whisky and exceptionally kept cigars then stop in and try this place out.."
The Olde Cuban,5,"Unbelievable spirits list (Whiskey, rum, etc), fantastic selection of fine cigars and super helpful staff - very attentive. This is a must go to place in Singapore!"
The Olde Cuban,5,Staff are all nice and accomodating.
The Olde Cuban,1,"This place is very 'classist' and does discriminate. A lot of favouritism, etc. in dealing with customers - this is not a good place to go to if you want to be treated as an equal, with kindness."
The Olde Cuban,5,Nice environment with great cigars and whisky. A great place for cigar lovers.
The Olde Cuban,5,Nice place with good variety of cigars and whisky to choose from.
The Olde Cuban,5,Good place to meet friends who love cigars.
The Olde Cuban,1,"Really disappointed, arrogant waitress, terrible customer service. They act judgemental and look down to people. In the end of my visit, they didn’t even greet us."
The Olde Cuban,4,It's very unique cigar-bar in Singapore. The Chinatown is very noisy and crowded but this place (in the Chinatown) is very calm and cozy.
The Olde Cuban,5,A very good place if like a nice quiet place to drink and have a cigar
The Olde Cuban,5,"It has a relaxed vibe, with a wide range of whiskeys and cigars. I've been there a number of times now and service has always been attentive."
The Olde Cuban,5,Large sélection of cigars and spirits. Great spot to meet up with mates.
The Olde Cuban,5,A jewel for Cigar Lovers in the heart of Chinatown. Sulerb selections of cigars with genrous selection of good Whiskey.
The Olde Cuban,5,Fantastic place to be with friends and great smokes.
The Olde Cuban,5,100 % top
The Olde Cuban,4,Service is good but the ventilation needs improvement
The Olde Cuban,5,"Top notch cigars, amazing whiskey."
The Olde Cuban,4,Good place for whiskey and cigar 👍👍👍👍👍 very comfortable and good place to wind down
The Olde Cuban,5,The best cigar bar in Singapore!
The Olde Cuban,3,Still good but getting expensive
The Olde Cuban,4,Best cigar lounge in town.
The Olde Cuban,5,Great vibes. Epic smokes
The Olde Cuban,1,Like going back to the days of the prohibition. Very bad
The Olde Cuban,5,Best place for cigar
The Olde Cuban,5,Best Cigar selections in town
The Olde Cuban,4,Nice range of rum and whiskey
The Olde Cuban,5,Awesome place for cigars
The Olde Cuban,5,good
The Olde Cuban,4,"(Translated by Google) Hideaway cigar lounge. A wide selection of whiskey and scotch, depending on what you can ask for in a glass. Even amateurs can enjoy watching.

(Original)
隠れ家シガーラウンジ。幅広いウィスキーとスコッチのセレクション、ものによりグラスで頼める。素人でも眺めて楽しい。"
The Olde Cuban,4,"(Translated by Google) Hope 5th November will have discount for earl grey tea with cigar. My name is Cedric Chua and I am a regular. Often I had come here for a smoke after buying TOTO. I did a lot of bad things and the karma came back to me. I need to cure AIDS

(Original)
Hope 5th November will have discount for earl grey tea with cigar. My name is Cedric Chua and I am a regular. Often I had come here for a smoke after buying TOTO. 我做了很多壞事，業障又回到了我身邊。我需要治好艾滋病"
The Olde Cuban,4,"(Translated by Google) A bar in Singapore, decorated in Cuban style as the name suggests. There are several rooms inside, and the hall offers a wide variety of whiskeys and spirits on display, as well as Cuban cigars. I think it is a bar with a style that is rare even in Singapore.
Bar in Singapore, decorated in Cuban style, like its name. There are several rooms inside and a wide variety of whiskeys and spirits on display, as well as Cuban cigars in the hall. I think it is a unique style bar that is rare in Singapore.

(Original)
싱가폴에 있는, 이름처럼 쿠바스타일로 꾸민 Bar. 내부에 룸이 몇개 있고 홀에는 아주 다양한 종류의 위스키와 술들을 진열해 놓고 제공하며 쿠바산 시가도 제공한다. 싱가폴에서도 보기드문 스타일의 Bar라는 생각이 든다.
Bar in Singapore, decorated in Cuban style, like its name. There are several rooms inside and a wide variety of whiskeys and spirits on display, as well as Cuban cigars in the hall. I think it is a unique style bar that is rare in Singapore."
The Olde Cuban,4,"(Translated by Google) Wine can be ordered by the glass, and rice can be arranged from the Chinese restaurant below.

(Original)
ワインもグラスオーダー可能、ご飯は下の中華料理屋さんから手配。"
The Olde Cuban,5,"(Translated by Google) To finish the evening ....

(Original)
Pour finir la soirée...."
The Olde Cuban,2,
The Olde Cuban,1,
The Olde Cuban,3,
The Olde Cuban,4,
The Olde Cuban,5,
Fuk Tak Chi Museum,5,Beautiful heritage building even from the outside.
Fuk Tak Chi Museum,4,Amazing miniature showing old days of the area. Love it! Reviews I have read before visiting did not give an impression on the temple’s size. In fact it is quite tiny.
Fuk Tak Chi Museum,5,"Lovely miniature display of how life was in the 1820s! Life was hard in those days though...note the coolies around the back taking a break from hauling people around on his rickshaw.
Amazing to see this beautiful temple right downtown, and interesting how you can walk through the beautiful timber and stone structure...to get to the AMOY hotel and a Japanese restaurant!"
Fuk Tak Chi Museum,5,"Singapore's oldest temple was dedicated to Tua Pek Kong. it has now been converted into a museum. Besides that it has integrated into part of a boutique hotel. In the Museum, you will be able to browse over 200 artifacts donated by residents in Chinatown, which will give you a glimpse into the way of life of the early immigrants."
Fuk Tak Chi Museum,5,It’s soooo small. But absolutely adorable. Go there it’s free. What a contrast to the bustling city around.
Fuk Tak Chi Museum,4,Small museum showing old days lives in Singapore. The building used to the one of the oldest Chinese temple founded by immigrants from China in 19th century.
Fuk Tak Chi Museum,2,"According to the plaque at the entrance, this temple is one of the oldest around since the 1820s. The temple, founded by the Hakka and Cantonese immigrants, served as a place of worship and a social meeting place for the two communities. The temple was closed in 1994 and has since been converted into a museum.

Inside, you can find a diorama depicting a street scene outside the temple with the early immigrants going about their daily life. If you are wondering why there is a pier with boats docking along it, that is because this place used to be a coastal area. Much of Telok Ayer is built on reclaimed land.

In fact, the name Telok Ayer actually means ""Water Bay""."
Fuk Tak Chi Museum,3,"A quaint and small museum directly next to Amoy Hotel, of the early days of Chinese immigrants in Singapore. Not much to see, except that it offers a peek of how shophouses used to be back in the days."
Fuk Tak Chi Museum,5,Nice little area for a quick rest stop to see the minatures of old Singapore
Fuk Tak Chi Museum,3,A nice little place to pass by and take a few photos
Fuk Tak Chi Museum,4,It's quite sad that there's no more introduction of the folk religions of this temple. But luckily the temple is still remained.
Fuk Tak Chi Museum,3,Not a big place. Connect to a hotel.
Fuk Tak Chi Museum,3,If you pass by...
Fuk Tak Chi Museum,3,"Tiny museum commemorating Chinese immigrant life in Singapore. The diorama is amazing. Drop in if you're nearby, but not worth a special trip."
Fuk Tak Chi Museum,5,Chinese temple and museum
Fuk Tak Chi Museum,5,"Tiny place that showcases miniatures of early Chinese immigrants in Singapore. Although small, I have to say that it is rather interesting."
Fuk Tak Chi Museum,5,"A history of Singapore is capture here.

Was the shore line of earlier sea at the door step.... Beyond is reclaimed land. Explore...!"
Fuk Tak Chi Museum,5,Great little museum if you care to look
Fuk Tak Chi Museum,3,Merged with Amoy Hotel.
Fuk Tak Chi Museum,4,"A historic Temple turned into the facade of a hotel. The museum is very small, probably takes one minute to see everything."
Fuk Tak Chi Museum,3,Small but nice museum to learn more about Chinese in Singapore
Fuk Tak Chi Museum,5,It's a small temple converted into a musuem filled with small figurines depicting life in Singapore decades ago. It's recommended for a visit if you're around the area!
Fuk Tak Chi Museum,5,ßmall but nice place. Historic and pretty displays in the heart of the city
Fuk Tak Chi Museum,3,Very small place...but nice.
Fuk Tak Chi Museum,3,It's more like a entrance to a food court now... Like a passage
Fuk Tak Chi Museum,4,Great place to visit.
Fuk Tak Chi Museum,5,Small museum in the oldest Chinese temple
Fuk Tak Chi Museum,5,Very attractive
Fuk Tak Chi Museum,4,A small area with exhibits on the early Chinese Immigrants to Singapore.
Fuk Tak Chi Museum,4,Stayed in the hotel behind that
Fuk Tak Chi Museum,4,Nice place.
Fuk Tak Chi Museum,4,Chinese heritage
Fuk Tak Chi Museum,4,👌🏻
Fuk Tak Chi Museum,4,"(Translated by Google) Fukutoku Shrine in kanji.
According to the description, it is an old Chinese temple built in the 1820s by Hakkas and immigrants from Guangdong, and turned into a museum.
The back of the entrance, where there are statues and models, is the hotel lobby.

(Original)
漢字でかくと、福徳祠。
説明文によると、1820年代に客家と広東からの移住者によって建てられた中国の古いお寺で、美術館にしたものだそう。
像や模型などがあるエントランスの奥はホテルのロビーになっている。"
Fuk Tak Chi Museum,3,"(Translated by Google) The Ford Temple was built in 1820. Worship the uncle. At that time, Guangdong and Hakka immigrant sacrifice and meeting places.

(Original)
福德祠, 始建1820年。 供奉大伯公。當時廣東和客家移民祭祀和聚會場所。"
Fuk Tak Chi Museum,3,"(Translated by Google) Only the main entrance retains the style of the ancestral hall, and then it is already the restaurant bar area.

(Original)
只有正門保留了祠堂風格，再後面已經是食肆酒吧區。"
Fuk Tak Chi Museum,5,"(Translated by Google) Ford 祠 Museum

(Original)
福德祠 博物馆"
Fuk Tak Chi Museum,4,"(Translated by Google) Ford was originally a temple dedicated to Tua Pek Kong, which is believed by Confucian and Taoist believers. Fudeng was funded by Guangdong and Hakka immigrants between 1820 and 1824. Many Chinese immigrants came here to worship Dabogong, thanking Shenming for helping them to arrive in Singapore safely.
With the surge in donations from the believers, Ford was able to switch to masonry in 1825 and then undergone several rounds of renovation. The great renovation in 1869 was completed by Cheung Hong Lim, a Fujian-based community leader. Later, Ford became the home base of the Guangdong and Hakka communities, and even played the role of a welfare association, becoming a venue for dispute resolution.
However, in the 1990s, the rich and colorful Fude Temple began to decline, and the temple was seriously in disrepair. Later, Ford was
The government took over and the altar was moved to a temple in Geylang. The original site of Ford is from China and Malaysia. 
The craftsman repaired it and turned it into a museum in 1998. Today's Ford is surrounded by high-rise buildings. Fortunately, there is a model in the pavilion that depicts the scene around the early years of Ford, allowing visitors to understand the Tel Ayer Street at the time.

(Original)
福德祠原是一座庙宇，主要供奉儒家和道家信众所信仰的大伯公 (Tua Pek Kong) 。福德祠由广东和客家移民在 1820 年和至 1824 年间出资建设，不少华人移民都来此膜拜大伯公，感谢神明护佑他们平安抵达新加坡。
随着信众捐赠款额剧增，福德祠得以在 1825 年改用砖石重建，之后还经过多轮翻修。 1869 年的那次大翻修，是福建人社区领袖章芳林 (Cheang Hong Lim) 出资完成，后来，福德祠成为广东和客家社群的大本营，甚至发挥了福利协会的作用，成为解决争端的场所。
但是到了 20 世纪 90 年代，拥有丰富多彩历史的福德祠开始走向没落，庙宇严重失修。后来，福德祠被
政府接管，里头的神坛被迁移至位于芽笼 (Geylang) 的一座神庙。福德祠原址则由来自中国和马来西亚
的能工巧匠进行修复，并于 1998 年变身为一座博物馆，今日的福德祠周围都是高楼大夏。幸好馆内摆设一座模型，描绘早年福德祠周围的景象，让访客了解当时的直落亚逸街"
Fuk Tak Chi Museum,3,"(Translated by Google) Nothing special to watch

(Original)
沒什麼特別可看的"
Fuk Tak Chi Museum,5,"(Translated by Google) National monument

(Original)
National monument"
Fuk Tak Chi Museum,3,"(Translated by Google) dramatic change

(Original)
變化很大"
Fuk Tak Chi Museum,2,
Fuk Tak Chi Museum,1,
Fuk Tak Chi Museum,5,
Fuk Tak Chi Museum,4,
La Maison du Whisky,3,"Ordered a bottle of Starward Single Cask Release from LMDW. Delivered quickly, but box came dented, contacted customer service to seek an exchange for the box. Had to go down to their store personally to get the new box. Collected a free sample of Bunnahabhain 5 while I was at the store. Service was decent."
La Maison du Whisky,4,"Came here on a late Monday evening, it was pretty quiet but service was good, non intrusive and gave us privacy. The pricing like mentioned by others are quite steep, averaging at $28 per drink. Atmosphere is lovely, dimly lit and cozy. If you're looking for somewhere sexy and fancy bring your date in the area, this might be it!"
La Maison du Whisky,5,"Best Whisky and Cocktail Bar in Singapore!
The staff is very friendly with good advises.  Excellent cocktail but also very large choice of rare whiskies. Great time there!"
La Maison du Whisky,4,Quite a nice place for whisky and other liquors.
La Maison du Whisky,5,"Great little bar. Good whisky selection, some good gins, great traditional cocktails, and very friendly service. Highly recommended."
La Maison du Whisky,5,Very good to back at my trusted whisky place of Zen.
La Maison du Whisky,5,"Great selection of whiskys, awesome vibe at night sitting outside. Staff are fun to talk to and super friendly!"
La Maison du Whisky,5,Amazing selection of whisky.
La Maison du Whisky,4,"Some really rare whiskey finds here. Prices are pretty steep, but expected"
