attraction_name,review stars,review text
"Chinatown Heritage Centre, Singapore",4,"This is a great place to explore as you walk through the endless aisle of restaurants and shopping.

I recommend strolling in the area during the early evening as the place is filled with lights. The picture I took was just a small glimpse of chinaTown."
"Chinatown Heritage Centre, Singapore",5,One of Singapore's greatest museums. Makes you travel back in time. My entire family loved it!
"Chinatown Heritage Centre, Singapore",3,Every-time I be there I feel nostalgic. I walk through all from Chinatown poit to Chinatown heritage centre to tooth relic temple. I like this place...
"Chinatown Heritage Centre, Singapore",5,"Welcome back to Singapore in the early 60s! Catch a glimpse into the resilience, tenacity and hopeful spirit of the forefathers who help build the nation through difficult times. History unfolds as you journey through time. This place has translation sets to help explain the perspectives, thoughts and emotions of those who lived through those days. Not to be missed if you were to visit Chinatown!"
"Chinatown Heritage Centre, Singapore",5,"A superb evocation of Chinatown, circa 1955 and a startling insight into how far Singapore has come."
"Chinatown Heritage Centre, Singapore",5,This is a well-done museum displaying mid-century life in the shophouses.
"Chinatown Heritage Centre, Singapore",5,Very beautiful places with many food and souvenirs shop......
"Chinatown Heritage Centre, Singapore",4,Pretty hot down there
"Chinatown Heritage Centre, Singapore",3,This is a Market Place where you can get cheap items in Singapore
"Chinatown Heritage Centre, Singapore",5,Amazing crowd.  The food court is very fun.  I was happy to eat delicious chicken rice.
"Chinatown Heritage Centre, Singapore",5,Chinese style. Look old fashion. The price is really expensive.
"Chinatown Heritage Centre, Singapore",5,The place around it is nice
"Chinatown Heritage Centre, Singapore",5,Love the food Street and mouth watering Chinese food
"Chinatown Heritage Centre, Singapore",4,"Still closed as of April 30, 2021. Such a pity I didn't get to visit it this time. Hope it'll reopen soon."
"Chinatown Heritage Centre, Singapore",5,"Good place to learn about Chinese history.. Requires at least an hour to go through all the exhibits and recordings.. they provide tablets containing videos about each section. There are also other displays about various topics like the immigrants history, culture etc..worth a visit if you have sufficient time.. you can also visit nearby Buddha Temple and mariamman temple . Lot of shops around also.."
"Chinatown Heritage Centre, Singapore",4,Nice interactive museum about the living in early Singapore.
"Chinatown Heritage Centre, Singapore",5,Tons of good chinese restaurants
"Chinatown Heritage Centre, Singapore",5,Another must visit destination for a taste of China in downtown Singapore. Great atmosphere and culture.
"Chinatown Heritage Centre, Singapore",5,"Good historical data on the lives of the chinese immigrants to Singapore, how they lived, the conditions n how it has shaped Singapore to what it is now.

Be prepared to spend at least half a day there"
"Chinatown Heritage Centre, Singapore",5,Good place for shopinh 😁😁😁🤩🤩
"Chinatown Heritage Centre, Singapore",5,Nice Place 👍
"Chinatown Heritage Centre, Singapore",5,"Lively, clean, and lots of good foods...."
"Chinatown Heritage Centre, Singapore",5,"Gives a vivid introduction to the life of Chinese migrants in Singapore. Free audio guide included, and a little snack can be claimed at the end :)"
"Chinatown Heritage Centre, Singapore",5,"Luxury museum, travel for know history of Chinese in Singapore."
"Chinatown Heritage Centre, Singapore",5,"Great museum experience that isn’t cliched. And best part is that it’s privately owned, so not much full-blown propaganda here. You get to have a glimpse of living in a shophouse like in the 40s-60s, which is an insightful experience. Worth mentioning also are the brochures - informative and creatively made. Thumbs up! Please carry on the great effort in educating about this niche. 👍"
"Chinatown Heritage Centre, Singapore",4,Nice place to visit & cheap shopping area.
"Chinatown Heritage Centre, Singapore",5,The museum with a soul. I could literally sense the hardship of the early settlers.
"Chinatown Heritage Centre, Singapore",4,Nice place for shopping
"Chinatown Heritage Centre, Singapore",5,Nice tiny museum. Cannot imagine how people manage to live then and built the remarkable city.
"Chinatown Heritage Centre, Singapore",5,Great place to stay and spend for shopping. This place will be my most coming when I arrive at Singapore
"Chinatown Heritage Centre, Singapore",5,Perfect place for shopping
"Chinatown Heritage Centre, Singapore",5,"Before entering the museum, be welcomed by a pair of giant clogs. Head up to level 2 and experience the authentic living conditions of the Chinese immigrants back then, from a room accommodating to a family of 8 to the cramped toilet cubicles."
"Chinatown Heritage Centre, Singapore",5,"Nice chinatown. So many shops that sold souvernir & food. If u looking for chinese food, this is your location. Instagramable location with chinese decoration theme. Easy to access by mrt or bus. Mrt exit is exactly in this area. If u are chinese person and visiting singapore, u have to come to this chinatown."
"Chinatown Heritage Centre, Singapore",5,"Brilliant place. Interesting and authentic displays. Excellent audio guide. Helpful and friendly staff. A great insight into Singapore's social history. Go, even if you think you are only slightly interested!"
"Chinatown Heritage Centre, Singapore",4,A must-see place for tourists who want to learn the history of Chinatown in Singapore. You also have the option to use multimedia guide or a guided tour to better appreciate the centre.
"Chinatown Heritage Centre, Singapore",4,"Charming, interesting place"
"Chinatown Heritage Centre, Singapore",5,The place to get the Singapore/Chinatown white or black sesame candy. :)
"Chinatown Heritage Centre, Singapore",4,Tintin shop is there 😎
"Chinatown Heritage Centre, Singapore",5,Goodplace. Iconic. Try their hawker by the way.
"Chinatown Heritage Centre, Singapore",5,ChinaTown in Singapore is a nice place to visit. You can find a lot of small shops to buy a souvenire. There is a restaurant street where you can have a lunch.
"Chinatown Heritage Centre, Singapore",5,Colorful place.
"Chinatown Heritage Centre, Singapore",5,Love to visit there and enjoy food and shopping
"Chinatown Heritage Centre, Singapore",5,"I wish there were 6 stars!  This was without question the best of Chinatown.  The staff were incomparable, in particular a lovely lovely lady named Celeste.  She explained how the interactive tour worked, took my very heavy bag of just purchased Saris from the Sri Mariamman Temple and stored them for me so that I could enjoy the centre without discomfort.  I had to remind myself constantly that this exhibit was set in the mid twentieth century.  In my life time! I was humbled, educated and I came away with a better understanding and appreciation of this tiny country.  Visitors go to Chinatown for various reasons, I encourage all visitors to enjoy the shopping, taste the food, but take the time to truly embrace the history of the area.  Thank you so much to all of you who have curated a fabulous exhibition.  I particularly loved the ""Threads of Continuity"".  Celeste and another worker there organised for us to have a Trishaw ride to Clarke Quays, followed by a bum boat ride on the river .. WOW !!  Do it.  It is an amazing experience!  Loved loved loved it!  Thank you so very much.

Jenny and Chris Eales, Adelaide. Australia 16 August 2017"
"Chinatown Heritage Centre, Singapore",5,Amazing place with amazing audio guide. You get immersed in old Singapore and uncover Chinatown. Very very very well done. Has also different smells in different rooms. Leave yourself at least an hour and a half
"Chinatown Heritage Centre, Singapore",5,Amazing Chinatown! It's much more interesting and picturesque of many I've seen around the world because of architectural beauty and wonderful vibes. Food court is just great!
"Chinatown Heritage Centre, Singapore",5,Full of tasty food
"Chinatown Heritage Centre, Singapore",5,"China town ,"
"Chinatown Heritage Centre, Singapore",5,Place for take pictures and buy some souvenirs
"Chinatown Heritage Centre, Singapore",5,It is the best place to explore chinatown. From here you will know how Chinese come and live in Singapore. So everybody make a visit over here.
"Chinatown Heritage Centre, Singapore",4,"Informative and extremely well laid out gallery. Some stories are very sad. Great way to understand the history of the area. Some exhibitions were a bit dusty - not sure if it's meant to evoke the atmosphere or if just a bit unkempt. Great exhibition, thank you."
"Chinatown Heritage Centre, Singapore",5,"I would like to strongly recommend to visit this place. It's interactive and well prepared exhibition. In very easy way, it helps you to understand daily lift of first habitants of Singapore, development of the city and district. Audio guide is included into price of ticket together with delicious traditional snack which you can get in front of center."
"Chinatown Heritage Centre, Singapore",5,Mmmmm. Chilli crab
"Chinatown Heritage Centre, Singapore",5,Good place to relax
"Chinatown Heritage Centre, Singapore",4,Taste is good
"Chinatown Heritage Centre, Singapore",4,Very informative. Allow a good couple of hours to get through all the information. Kids enjoyed seeing the contrast between past and present living conditions.
"Chinatown Heritage Centre, Singapore",5,"A great tour… they’ll provide you with headphones for audio commentary. Can be a nice place to check out while you’re in Chinatown and you want a bit of history. Unfortunately for me, I had a pain in my neck and shoulders, and no matter how hard I tried, I couldn’t linger any longer nor check out all what they had to exhibit which was a huge deal."
"Chinatown Heritage Centre, Singapore",4,Nice place to know alittle bit more on Chinatown Singapore
"Chinatown Heritage Centre, Singapore",5,Nice place!
"Chinatown Heritage Centre, Singapore",5,Very well presented self-guided tour of an old shophouse with audio-video device. See 1950s-vintage work and living quarters then learn about experiences of early Chinese immigrants and how Chinatown has changed over the years. Entry is a bit expensive but worth it.
"Chinatown Heritage Centre, Singapore",5,Great place to catch up how the good old days are like... in chinatown...
"Chinatown Heritage Centre, Singapore",5,You can both feel and understand the history of Chinese immigrants. There is so much to see here.
"Chinatown Heritage Centre, Singapore",4,"Very informative with very good coverage.
An audio guide was provided with pictures - incase you don’t know which object they’re referring to. However, it’d be great if they could give and option to speed up the speaking pace.

The center has expanded since I last visited, and they’ve done a really good job.

Definitely a must-see for all to understand Chinatown’s history better.

*Ticket holders are also in for a curry puff/egg tart treat!"
"Chinatown Heritage Centre, Singapore",5,"Great place for street food and souvenir shopping. Bring tissues to use in bathrooms and as napkins. Also, I recommend wet wipes ."
"Chinatown Heritage Centre, Singapore",4,"A replica of China stall! A place to buy things cheaper, A well known business strategy followed by China in the international market! Decorating things, shawls, towels, clothing, porcelain wares, available! Fascination is the China silk!"
"Chinatown Heritage Centre, Singapore",5,Great museum about the Chinese immigrants to Singapore and their lives. Very well made with audio guide. Fantastic staff!
"Chinatown Heritage Centre, Singapore",4,"Great place for street food, lots of shops and great place to walk and enoy the sites and sound. Easy access right near the station."
"Chinatown Heritage Centre, Singapore",5,Apart from the typically high tourist oriented  entrance fee (no different to any other tourist destination in Singapore) an excellent museum  with in your face displays highlighting b the v story of Chinese immigration to Singapore. If you take the personal guides it takes hours of fascinating detail
"Chinatown Heritage Centre, Singapore",5,"If you want to know more about the history of Chinatown in the colonial days, then this is the place to go! You can go for the tour on your own as it is pretty much self run using the mobile app which they are using. It tells the history of a tailor Mr Chan, and how he lets out his rooms to other tenants and you can also understand the lives of the tenants then. Eg. The old bucket system for toilets, the prep hole at the second floor and the old pillows used in the past are some of the items worth taking a look!"
"Chinatown Heritage Centre, Singapore",4,"Great place for see stunning collection of goods in Singapore. This is a place you must visit when you travel to Singapore. So many food stalls and Hawker Centers around this centre. Next time we will visit this place, 'cos this time we have small time to spent this lovely Museum."
"Chinatown Heritage Centre, Singapore",5,Singapore iconic marketplace
"Chinatown Heritage Centre, Singapore",1,Visited China heritage centre but I haven't had good experience. Waited to get attention of guide who was telling about Chinese history but he was so busy in other two white people that he just ignored me like i was not there.will never visit. Very bad experience. Got escape from there after waiting 15min.
"Chinatown Heritage Centre, Singapore",5,Good place for buy Singapore souvenir
"Chinatown Heritage Centre, Singapore",5,Hot.
"Chinatown Heritage Centre, Singapore",5,"This is an amazing museum for anyone interested in Singapore’s history. You can tell a lot of care went into the exhibits, especially the reproductions of Chinese immigrants living quarters. The audio guide is also super thorough and interesting—the Heritage Centre is a gem amongst the tourist-centered shops in Chinatown"
"Chinatown Heritage Centre, Singapore",4,Good foood
"Chinatown Heritage Centre, Singapore",4,"Great place to spend for shopping and food. Two hours will already be enough. I have not tried haggling but I don't think you still need to do it. The prices are reasonable. Aside from that you could also enjoy the view around the area. There are temples, open area for live events. It's definitely one area you should not miss when you visit Singapore."
"Chinatown Heritage Centre, Singapore",5,"To be frank, we did not even know the Chinatown Heritage Centre exists in the midst of the busy Chinatown... until we were attracted by the Samsui Women monuments in front of it! Loved the various cultural exhibits on show and they really brought back lots of memories. There is a paid tour which unfortunately we did not have the time for. We will definitely be back with the children after this."
"Chinatown Heritage Centre, Singapore",5,Buy your souvenirs in Chinatown
"Chinatown Heritage Centre, Singapore",4,"Great place to visit if you want to know more about Chinatown and how it evolved to the state that it is in. Visited on a Sat morning and went on a Mandarin guided tour with Clinton as our guide. This guy is good in his job! He is very engaging and doesn't make the tour feel boring. He added in his own sense of humor to the whole tour, which we appreciated!"
"Chinatown Heritage Centre, Singapore",5,Much Enjoyable
"Chinatown Heritage Centre, Singapore",5,Great place to be!!!
"Chinatown Heritage Centre, Singapore",5,This is a great museum - thoughtfully curated with lots of detail and interesting background information. Each floor of the house is laid out the way it would have been in the early 20th century and provides you with insight into the lives being led there. The audio guide adds extra colour.
"Chinatown Heritage Centre, Singapore",4,"If you want to immerse yourself in the life and history of Singapore back in the day, this is a great place to start. The audio tour is immersive and extensive - but can be too wordy if you're only looking for a quick tour. You can skip some of the audio parts and still get a lot of info and be done in roughly 1 hour, or take the time to go through it all and run for 2 to 2.5 hours. It is set in an old shophouse so you must be able to go up and down flights of stairs, though there is a small elevator for those who need it. Tour ends with your choice of a sweet and savoury snack."
"Chinatown Heritage Centre, Singapore",5,Nice and friendly staff. They showcase plenty of ancient Chinese relics. If you need pictures of heritage. Ticket is a little pricey. It cost $18 for one adult ticket on a weekday without a guided tour.
"Chinatown Heritage Centre, Singapore",5,Crowded Chinatown... The food street have lots of plentiful choices. But if you want cheaper price foods might as well get to the nearest hawker center.
"Chinatown Heritage Centre, Singapore",5,"Excellent guided tour. One of the most impressive and engaging museums we have ever seen. Try to catch the guided tour, well worth it."
"Chinatown Heritage Centre, Singapore",5,Good food
"Chinatown Heritage Centre, Singapore",5,Think Chinese! Think Chinatown
"Chinatown Heritage Centre, Singapore",5,"Definitely a great visit not only for tourist but for locals. Brought my relatives from Canada and it was a great time of sharing for my uncle who had lived through those times and my cousin who had never lived in Asia.
Very well set up. Staff a little too serious though.
Still.. highly recommended!"
"Chinatown Heritage Centre, Singapore",5,"The Chinatown Heritage centre is an amazing step back in Singapore's history. The building provides an insight into the various lives lived in the shophouses, as well as a glimpse into the development of Singapore over the last seventy years.

More impressively, the site allows for greater immersion via all of the senses. I highly recommend this to tourists and those interested in Singapore's history."
"Chinatown Heritage Centre, Singapore",5,This is a great place to learn about the history of the area. The tour is a go at your own pace tour. It could be quite long but if you skip around a bit you can make it as short or long as you like. It was really interesting. So glad we went.
"Chinatown Heritage Centre, Singapore",5,"It's the best place to learn more about Chinese lives in Singapore. Once you step inside, you will feel like you are travelling back to the old days. Great presentation!"
"Chinatown Heritage Centre, Singapore",5,Lot of shopping outlets and eateries around.
"Chinatown Heritage Centre, Singapore",4,"Lots of China shops with apparel n accessories. But the products slightly varies across these shops, though there are few stores with unique accessories. There is one for street of eateries serving completely non veg dishes with sea food etc. It's colorfully decorated street though."
"Chinatown Heritage Centre, Singapore",5,"An excellent presentation of the way people lived in Singapore and the creation of Chinatown. The audio commentaries bringing it all to life. The exact examples showing the cramped and awful conditions were very well exhibited, most informative. I would highly recommend a visit but give yourself a good hour plus to see everything."
"Chinatown Heritage Centre, Singapore",4,Amazing place busy like what we have in Mumbai. I was at right time because next week is chinese new year and all streets are beautifully decorated
"Chinatown Heritage Centre, Singapore",1,Extremely bad service by the counter staff. Was serviced by a taller lady with a pony tail on the 19 Dec 2019. There's a very arrogant feel to the staff. Don't recommend visiting the heritage center since the staff are so badly trained. Change the frontline lady staff please. No smile at all. Very unfriendly.
"Chinatown Heritage Centre, Singapore",4,Really good museum with focus of life in the 1950s in Chinatown. Even though the museum is small its packed with many items to see. Its main focus is on the types of people there rather than how they came to be there or how the overcrowding occurred which is the only reason I didn't give 5 stars. Its a fascinating look into how things were in Singapore back in the day. Well worth a look of you are in Chinatown
"Chinatown Heritage Centre, Singapore",5,Beautiful place lovely people and a lot of street shopping and food
"Chinatown Heritage Centre, Singapore",5,Bes place to go in China town
"Chinatown Heritage Centre, Singapore",5,This museum was incredible! The audio tour which comes with the standard ticket is so informative and told like a story. I learned so much about the history and development of Chinese people in Singapore and where things are going today. I left knowing so many secret histories of the past. Highly recommend!
"Chinatown Heritage Centre, Singapore",5,Such a wonderful museum! It really gave me a thorough overview of the life back in the days in Chinatown. They use very advanced technologies and well thought through installations to tell the story. Definitely recommend!
"Chinatown Heritage Centre, Singapore",5,"Second time I've visited over the years. This museum is very impressive and teaches me a lot about the Singapore of yesteryear that my mum grew up in. Audio tour is comprehensive, well voiced, and perfectly paced and there is a ton of stuff to see. I estimate it takes 2-3 hours to read every placard at every exhibit. Gift shop didn't have anything special. Well worth the time and price."
"Chinatown Heritage Centre, Singapore",5,Absolutely stunning exhibition. With the audio guide makes you believe you have travelled back in time. Takes a long time to go through but it is well worths it. Also gives a lot of hints what else to do in town.
"Chinatown Heritage Centre, Singapore",5,Still nice to visit. Many tourists. Upgrading of stalls but most of the usual staff still there. More eating houses.
"Chinatown Heritage Centre, Singapore",5,I really liked this place. It might look a bit built up with all the stories it tells but it really shows in a great way the life of the old Chinatown. Comparing to the Indian one I believe this is much more interesting.
"Chinatown Heritage Centre, Singapore",3,Bit touristy but good shopping & good spot for a stop & a cold beer!
"Chinatown Heritage Centre, Singapore",4,"one of the busy streets where you can see the singapore.. Displays souvenirs and many more.. It might make you feel like you are really in some part of 'china' .. the street shops, street food.."
"Chinatown Heritage Centre, Singapore",5,"A place where you can learn about Chinese heritage in Singapore. Outside are stalls sellings souvenirs and restaurants serving delicious food.

It is located just outside the Chinatown MRT interchange."
"Chinatown Heritage Centre, Singapore",5,I spent half day here to learn local tradition and how they live
"Chinatown Heritage Centre, Singapore",4,Very nice place some merchants will listen while others will hustle u hard
"Chinatown Heritage Centre, Singapore",5,A perfect example of relics and the lifestyle of China during the old times
"Chinatown Heritage Centre, Singapore",4,Nice Chinese food.
